Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index
ENSG00000132846.5	ZBED3	chr5	gene	76367897	76383148	-	ENSG00000132846.5	protein_coding	KNOWN	2	ZBED3	ZBED3	1	rs4457053	chr5	76424949	-57052	1
ENSG00000113231.9	PDE8B	chr5	gene	76506274	76725632	+	ENSG00000113231.9	protein_coding	KNOWN	2	PDE8B	PDE8B	1	rs4457053	chr5	76424949	81325	2
ENSG00000164253.8	WDR41	chr5	gene	76721795	76916436	-	ENSG00000164253.8	protein_coding	KNOWN	1	WDR41	WDR41	1	rs4457053	chr5	76424949	296846	6
ENSG00000171540.6	OTP	chr5	gene	76924538	76935513	-	ENSG00000171540.6	protein_coding	KNOWN	2	OTP	OTP	1	rs4457053	chr5	76424949	499589	9
ENSG00000171530.8	TBCA	chr5	gene	76986991	77164604	-	ENSG00000171530.8	protein_coding	KNOWN	2	TBCA	TBCA	1	rs4457053	chr5	76424949	562042	11
ENSG00000132842.8	AP3B1	chr5	gene	77296349	77590579	-	ENSG00000132842.8	protein_coding	KNOWN	1	AP3B1	AP3B1	1	rs4457053	chr5	76424949	871400	13
ENSG00000132842.8	AP3B1	chr5	gene	77296349	77590579	-	ENSG00000132842.8	protein_coding	KNOWN	1	AP3B1	AP3B1	1	rs1316776	chr5	78430607	-1134258	14
ENSG00000085365.12	SCAMP1	chr5	gene	77656339	77776562	+	ENSG00000085365.12	processed_transcript	KNOWN	1	SCAMP1	SCAMP1	1	rs1316776	chr5	78430607	-774268	10
ENSG00000145685.8	LHFPL2	chr5	gene	77781040	78065844	-	ENSG00000145685.8	protein_coding	KNOWN	1	LHFPL2	LHFPL2	1	rs1316776	chr5	78430607	-649567	9
ENSG00000113273.11	ARSB	chr5	gene	78073032	78281910	-	ENSG00000113273.11	protein_coding	KNOWN	1	ARSB	ARSB	1	rs1316776	chr5	78430607	-357575	6
ENSG00000132837.9	DMGDH	chr5	gene	78293438	78531861	-	ENSG00000132837.9	protein_coding	KNOWN	1	DMGDH	DMGDH	1	rs1316776	chr5	78430607	-137169	4
ENSG00000132840.5	BHMT2	chr5	gene	78365540	78385289	+	ENSG00000132840.5	protein_coding	KNOWN	1	BHMT2	BHMT2	1	rs1316776	chr5	78430607	-65067	2
ENSG00000145692.9	BHMT	chr5	gene	78407602	78428108	+	ENSG00000145692.9	protein_coding	KNOWN	2	BHMT	BHMT	1	rs1316776	chr5	78430607	-23005	1
ENSG00000152409.7	JMY	chr5	gene	78531925	78623038	+	ENSG00000152409.7	protein_coding	KNOWN	2	JMY	JMY	1	rs1316776	chr5	78430607	101318	3
ENSG00000152413.10	HOMER1	chr5	gene	78668459	78810040	-	ENSG00000152413.10	protein_coding	KNOWN	2	HOMER1	HOMER1	1	rs1316776	chr5	78430607	237852	5
ENSG00000164329.9	PAPD4	chr5	gene	78907943	78982471	+	ENSG00000164329.9	protein_coding	KNOWN	2	PAPD4	PAPD4	1	rs1316776	chr5	78430607	477336	7
ENSG00000164309.10	CMYA5	chr5	gene	78985700	79096063	+	ENSG00000164309.10	protein_coding	KNOWN	2	CMYA5	CMYA5	1	rs1316776	chr5	78430607	555093	8
ENSG00000177034.9	MTX3	chr5	gene	79275584	79287082	-	ENSG00000177034.9	protein_coding	KNOWN	2	MTX3	MTX3	1	rs1316776	chr5	78430607	844977	11
ENSG00000113296.10	THBS4	chr5	gene	79287134	79379110	+	ENSG00000113296.10	protein_coding	KNOWN	1	THBS4	THBS4	1	rs1316776	chr5	78430607	856527	12
ENSG00000164300.10	SERINC5	chr5	gene	79407050	79551898	-	ENSG00000164300.10	protein_coding	KNOWN	1	SERINC5	SERINC5	1	rs1316776	chr5	78430607	976443	13
ENSG00000127184.6	COX7C	chr5	gene	85913721	85916779	+	ENSG00000127184.6	protein_coding	KNOWN	2	COX7C	COX7C	1	rs7719891	chr5	86577352	-663631	3
ENSG00000145715.9	RASA1	chr5	gene	86563705	86688145	+	ENSG00000145715.9	protein_coding	KNOWN	2	RASA1	RASA1	1	rs7719891	chr5	86577352	-13647	1
ENSG00000134480.9	CCNH	chr5	gene	86687311	86708836	-	ENSG00000134480.9	protein_coding	KNOWN	1	CCNH	CCNH	1	rs7719891	chr5	86577352	109959	2
ENSG00000164180.8	TMEM161B	chr5	gene	87485450	87565293	-	ENSG00000164180.8	protein_coding	KNOWN	1	TMEM161B	TMEM161B	1	rs7719891	chr5	86577352	908098	4
ENSG00000113532.7	ST8SIA4	chr5	gene	100145357	100238970	-	ENSG00000113532.7	protein_coding	KNOWN	1	ST8SIA4	ST8SIA4	1	rs138337556	chr5	101232944	-1087587	4
ENSG00000173930.8	SLCO4C1	chr5	gene	101569690	101632253	-	ENSG00000173930.8	protein_coding	KNOWN	2	SLCO4C1	SLCO4C1	1	rs138337556	chr5	101232944	336746	1
ENSG00000205359.5	SLCO6A1	chr5	gene	101707486	101834720	-	ENSG00000205359.5	protein_coding	KNOWN	2	SLCO6A1	SLCO6A1	1	rs138337556	chr5	101232944	474542	2
ENSG00000145730.15	PAM	chr5	gene	102089685	102366809	+	ENSG00000145730.15	protein_coding	KNOWN	1	PAM	PAM	1	rs138337556	chr5	101232944	856741	3
ENSG00000173930.8	SLCO4C1	chr5	gene	101569690	101632253	-	ENSG00000173930.8	protein_coding	KNOWN	2	SLCO4C1	SLCO4C1	1	rs115505614	chr5	102422968	-853278	7
ENSG00000205359.5	SLCO6A1	chr5	gene	101707486	101834720	-	ENSG00000205359.5	protein_coding	KNOWN	2	SLCO6A1	SLCO6A1	1	rs115505614	chr5	102422968	-715482	6
ENSG00000145730.15	PAM	chr5	gene	102089685	102366809	+	ENSG00000145730.15	protein_coding	KNOWN	1	PAM	PAM	1	rs115505614	chr5	102422968	-333283	4
ENSG00000145723.12	GIN1	chr5	gene	102421704	102455855	-	ENSG00000145723.12	protein_coding	KNOWN	2	GIN1	GIN1	1	rs115505614	chr5	102422968	-1264	1
ENSG00000145725.11	PPIP5K2	chr5	gene	102455853	102538937	+	ENSG00000145725.11	protein_coding	KNOWN	1	PPIP5K2	PPIP5K2	1	rs115505614	chr5	102422968	32885	2
ENSG00000181751.5	C5orf30	chr5	gene	102594403	102614361	+	ENSG00000181751.5	protein_coding	KNOWN	2	C5orf30	C5orf30	1	rs115505614	chr5	102422968	171435	3
ENSG00000112874.5	NUDT12	chr5	gene	102884556	102898494	-	ENSG00000112874.5	protein_coding	KNOWN	1	NUDT12	NUDT12	1	rs115505614	chr5	102422968	461588	5
ENSG00000113583.5	C5orf15	chr5	gene	133291201	133304478	-	ENSG00000113583.5	protein_coding	KNOWN	2	C5orf15	C5orf15	1	rs329122	chr5	133864599	-573398	18
ENSG00000213585.6	VDAC1	chr5	gene	133307606	133340824	-	ENSG00000213585.6	protein_coding	KNOWN	2	VDAC1	VDAC1	1	rs329122	chr5	133864599	-556993	17
ENSG00000081059.14	TCF7	chr5	gene	133450402	133487556	+	ENSG00000081059.14	protein_coding	KNOWN	1	TCF7	TCF7	1	rs329122	chr5	133864599	-414197	14
ENSG00000113558.12	SKP1	chr5	gene	133492082	133561762	-	ENSG00000113558.12	protein_coding	KNOWN	2	SKP1	SKP1	1	rs329122	chr5	133864599	-372517	12
ENSG00000113575.5	PPP2CA	chr5	gene	133530025	133561833	-	ENSG00000113575.5	protein_coding	KNOWN	1	PPP2CA	PPP2CA	1	rs329122	chr5	133864599	-334574	10
ENSG00000006837.6	CDKL3	chr5	gene	133541305	133706738	-	ENSG00000006837.6	protein_coding	KNOWN	1	CDKL3	CDKL3	1	rs329122	chr5	133864599	-323294	9
ENSG00000119048.3	UBE2B	chr5	gene	133706870	133727683	+	ENSG00000119048.3	protein_coding	KNOWN	2	UBE2B	UBE2B	1	rs329122	chr5	133864599	-157729	5
ENSG00000237190.3	CDKN2AIPNL	chr5	gene	133737778	133747589	-	ENSG00000237190.3	protein_coding	KNOWN	2	CDKN2AIPNL	CDKN2AIPNL	1	rs329122	chr5	133864599	-126821	4
ENSG00000043143.14	PHF15	chr5	gene	133860003	133918918	+	ENSG00000043143.14	protein_coding	KNOWN	1	PHF15	JADE2	1	rs329122	chr5	133864599	-4596	1
ENSG00000152700.8	SAR1B	chr5	gene	133934233	133984961	-	ENSG00000152700.8	protein_coding	KNOWN	2	SAR1B	SAR1B	1	rs329122	chr5	133864599	69634	2
ENSG00000113615.8	SEC24A	chr5	gene	133984479	134063513	+	ENSG00000113615.8	protein_coding	KNOWN	2	SEC24A	SEC24A	1	rs329122	chr5	133864599	119880	3
ENSG00000164615.3	CAMLG	chr5	gene	134074191	134087847	+	ENSG00000164615.3	protein_coding	KNOWN	1	CAMLG	CAMLG	1	rs329122	chr5	133864599	209592	6
ENSG00000145833.10	DDX46	chr5	gene	134094469	134190823	+	ENSG00000145833.10	protein_coding	KNOWN	2	DDX46	DDX46	1	rs329122	chr5	133864599	229870	7
ENSG00000181904.8	C5orf24	chr5	gene	134181370	134195427	+	ENSG00000181904.8	protein_coding	KNOWN	1	C5orf24	C5orf24	1	rs329122	chr5	133864599	316771	8
ENSG00000113621.9	TXNDC15	chr5	gene	134209460	134237323	+	ENSG00000113621.9	protein_coding	KNOWN	1	TXNDC15	TXNDC15	1	rs329122	chr5	133864599	344861	11
ENSG00000132570.10	PCBD2	chr5	gene	134240596	134343649	+	ENSG00000132570.10	protein_coding	KNOWN	2	PCBD2	PCBD2	1	rs329122	chr5	133864599	375997	13
ENSG00000152705.6	CATSPER3	chr5	gene	134303596	134347392	+	ENSG00000152705.6	protein_coding	KNOWN	2	CATSPER3	CATSPER3	1	rs329122	chr5	133864599	438997	15
ENSG00000069011.10	PITX1	chr5	gene	134362615	134370503	-	ENSG00000069011.10	protein_coding	KNOWN	2	PITX1	PITX1	1	rs329122	chr5	133864599	498016	16
ENSG00000113648.12	H2AFY	chr5	gene	134669590	134735604	-	ENSG00000113648.12	protein_coding	KNOWN	1	H2AFY	H2AFY	1	rs329122	chr5	133864599	804991	19
ENSG00000251380.1	C5orf20	chr5	gene	134779904	134783038	-	ENSG00000251380.1	protein_coding	KNOWN	2	C5orf20	C5orf20	1	rs329122	chr5	133864599	915305	20
ENSG00000135074.11	ADAM19	chr5	gene	156822542	157002783	-	ENSG00000135074.11	protein_coding	KNOWN	2	ADAM19	ADAM19	1	rs3934712	chr5	157928196	-1105654	10
ENSG00000039600.6	SOX30	chr5	gene	157052687	157098488	-	ENSG00000039600.6	protein_coding	KNOWN	2	SOX30	SOX30	1	rs3934712	chr5	157928196	-875509	9
ENSG00000187658.6	C5orf52	chr5	gene	157098561	157107151	+	ENSG00000187658.6	protein_coding	KNOWN	2	C5orf52	C5orf52	1	rs3934712	chr5	157928196	-829635	8
ENSG00000113272.8	THG1L	chr5	gene	157158205	157168456	+	ENSG00000113272.8	protein_coding	KNOWN	2	THG1L	THG1L	1	rs3934712	chr5	157928196	-769991	6
ENSG00000155858.5	LSM11	chr5	gene	157170703	157187717	+	ENSG00000155858.5	protein_coding	KNOWN	2	LSM11	LSM11	1	rs3934712	chr5	157928196	-757493	4
ENSG00000113282.9	CLINT1	chr5	gene	157212751	157286183	-	ENSG00000113282.9	protein_coding	KNOWN	1	CLINT1	CLINT1	1	rs3934712	chr5	157928196	-715445	3
ENSG00000164330.11	EBF1	chr5	gene	158122924	158526788	-	ENSG00000164330.11	protein_coding	KNOWN	1	EBF1	EBF1	1	rs3934712	chr5	157928196	194728	1
ENSG00000145860.5	RNF145	chr5	gene	158584417	158637061	-	ENSG00000145860.5	protein_coding	KNOWN	1	RNF145	RNF145	1	rs3934712	chr5	157928196	656221	2
ENSG00000164332.6	UBLCP1	chr5	gene	158690089	158713044	+	ENSG00000164332.6	protein_coding	KNOWN	2	UBLCP1	UBLCP1	1	rs3934712	chr5	157928196	761893	5
ENSG00000113302.4	IL12B	chr5	gene	158741791	158757895	-	ENSG00000113302.4	protein_coding	KNOWN	2	IL12B	IL12B	1	rs3934712	chr5	157928196	813595	7
ENSG00000124491.9	F13A1	chr6	gene	6144318	6321246	-	ENSG00000124491.9	protein_coding	KNOWN	1	F13A1	F13A1	1	rs9379084	chr6	7231843	-1087525	12
ENSG00000112799.3	LY86	chr6	gene	6588341	6655216	+	ENSG00000112799.3	protein_coding	KNOWN	2	LY86	LY86	1	rs9379084	chr6	7231843	-643502	8
ENSG00000124782.14	RREB1	chr6	gene	7107830	7252213	+	ENSG00000124782.14	protein_coding	KNOWN	2	RREB1	RREB1	1	rs9379084	chr6	7231843	-124013	3
ENSG00000124783.8	SSR1	chr6	gene	7268539	7347679	-	ENSG00000124783.8	protein_coding	KNOWN	1	SSR1	SSR1	1	rs9379084	chr6	7231843	36696	1
ENSG00000164304.10	CAGE1	chr6	gene	7326887	7389976	-	ENSG00000164304.10	protein_coding	KNOWN	1	CAGE1	CAGE1	1	rs9379084	chr6	7231843	95044	2
ENSG00000124784.4	RIOK1	chr6	gene	7389729	7418270	+	ENSG00000124784.4	protein_coding	KNOWN	2	RIOK1	RIOK1	1	rs9379084	chr6	7231843	157886	4
ENSG00000096696.8	DSP	chr6	gene	7541808	7586950	+	ENSG00000096696.8	protein_coding	KNOWN	2	DSP	DSP	1	rs9379084	chr6	7231843	309965	5
ENSG00000168566.9	SNRNP48	chr6	gene	7590432	7612091	+	ENSG00000168566.9	protein_coding	KNOWN	2	SNRNP48	SNRNP48	1	rs9379084	chr6	7231843	358589	6
ENSG00000153162.7	BMP6	chr6	gene	7726332	7881655	+	ENSG00000153162.7	protein_coding	KNOWN	2	BMP6	BMP6	1	rs9379084	chr6	7231843	494489	7
ENSG00000239264.2	TXNDC5	chr6	gene	7881483	8026646	-	ENSG00000239264.2	protein_coding	KNOWN	2	TXNDC5	TXNDC5	1	rs9379084	chr6	7231843	649640	9
ENSG00000188428.12	MUTED	chr6	gene	8013800	8064647	-	ENSG00000188428.12	protein_coding	KNOWN	2	MUTED	BLOC1S5	1	rs9379084	chr6	7231843	781957	10
ENSG00000124802.6	EEF1E1	chr6	gene	8015959	8102811	-	ENSG00000124802.6	protein_coding	KNOWN	1	EEF1E1	EEF1E1	1	rs9379084	chr6	7231843	784116	11
ENSG00000172201.6	ID4	chr6	gene	19837617	19840915	+	ENSG00000172201.6	protein_coding	KNOWN	2	ID4	ID4	1	rs7756992	chr6	20679709	-842092	4
ENSG00000172197.9	MBOAT1	chr6	gene	20100935	20212670	-	ENSG00000172197.9	protein_coding	KNOWN	2	MBOAT1	MBOAT1	1	rs7756992	chr6	20679709	-578774	3
ENSG00000112242.9	E2F3	chr6	gene	20402137	20493945	+	ENSG00000112242.9	protein_coding	KNOWN	2	E2F3	E2F3	1	rs7756992	chr6	20679709	-277572	2
ENSG00000145996.7	CDKAL1	chr6	gene	20534688	21232635	+	ENSG00000145996.7	protein_coding	KNOWN	2	CDKAL1	CDKAL1	1	rs7756992	chr6	20679709	-145021	1
ENSG00000124766.4	SOX4	chr6	gene	21593972	21598847	+	ENSG00000124766.4	protein_coding	KNOWN	2	SOX4	SOX4	1	rs7756992	chr6	20679709	914263	5
ENSG00000168477.13	TNXB	chr6	gene	32008931	32083111	-	ENSG00000168477.13	protein_coding	KNOWN	1	TNXB	TNXB	1	rs601945	chr6	32573415	-564484	20
ENSG00000213676.5	ATF6B	chr6	gene	32065907	32096030	-	ENSG00000213676.5	protein_coding	KNOWN	2	ATF6B	ATF6B	1	rs601945	chr6	32573415	-507508	18
ENSG00000204315.3	FKBPL	chr6	gene	32096484	32098068	-	ENSG00000204315.3	protein_coding	KNOWN	2	FKBPL	FKBPL	1	rs601945	chr6	32573415	-476931	17
ENSG00000204314.6	PRRT1	chr6	gene	32116136	32122150	-	ENSG00000204314.6	protein_coding	KNOWN	1	PRRT1	PRRT1	1	rs601945	chr6	32573415	-457279	16
ENSG00000221988.6	PPT2	chr6	gene	32121218	32134011	+	ENSG00000221988.6	protein_coding	KNOWN	2	PPT2	PPT2	1	rs601945	chr6	32573415	-452197	15
ENSG00000241404.2	EGFL8	chr6	gene	32132360	32136058	+	ENSG00000241404.2	protein_coding	KNOWN	2	EGFL8	EGFL8	1	rs601945	chr6	32573415	-441055	14
ENSG00000204310.5	AGPAT1	chr6	gene	32135989	32145873	-	ENSG00000204310.5	protein_coding	KNOWN	2	AGPAT1	AGPAT1	1	rs601945	chr6	32573415	-437426	13
ENSG00000204308.6	RNF5	chr6	gene	32146131	32151930	+	ENSG00000204308.6	protein_coding	KNOWN	2	RNF5	RNF5	1	rs601945	chr6	32573415	-427284	12
ENSG00000204305.8	AGER	chr6	gene	32148745	32152101	-	ENSG00000204305.8	protein_coding	KNOWN	2	AGER	AGER	1	rs601945	chr6	32573415	-424670	11
ENSG00000204304.5	PBX2	chr6	gene	32151966	32157963	-	ENSG00000204304.5	protein_coding	KNOWN	2	PBX2	PBX2	1	rs601945	chr6	32573415	-421449	10
ENSG00000213654.5	GPSM3	chr6	gene	32158543	32163300	-	ENSG00000213654.5	protein_coding	KNOWN	2	GPSM3	GPSM3	1	rs601945	chr6	32573415	-414872	9
ENSG00000204301.5	NOTCH4	chr6	gene	32162620	32191844	-	ENSG00000204301.5	protein_coding	KNOWN	2	NOTCH4	NOTCH4	1	rs601945	chr6	32573415	-410795	8
ENSG00000204296.6	C6orf10	chr6	gene	32256303	32352332	-	ENSG00000204296.6	protein_coding	KNOWN	1	C6orf10	C6orf10	1	rs601945	chr6	32573415	-317112	6
ENSG00000204290.5	BTNL2	chr6	gene	32359241	32379511	-	ENSG00000204290.5	protein_coding	KNOWN	2	BTNL2	BTNL2	1	rs601945	chr6	32573415	-214174	2
ENSG00000204267.8	TAP2	chr6	gene	32781544	32806599	-	ENSG00000204267.8	protein_coding	KNOWN	2	TAP2	TAP2	1	rs601945	chr6	32573415	208129	1
ENSG00000204264.4	PSMB8	chr6	gene	32808494	32812480	-	ENSG00000204264.4	protein_coding	KNOWN	2	PSMB8	PSMB8	1	rs601945	chr6	32573415	235079	3
ENSG00000240065.2	PSMB9	chr6	gene	32811913	32847364	+	ENSG00000240065.2	protein_coding	KNOWN	2	PSMB9	PSMB9	1	rs601945	chr6	32573415	238498	4
ENSG00000168394.9	TAP1	chr6	gene	32812986	32821755	-	ENSG00000168394.9	protein_coding	KNOWN	2	TAP1	TAP1	1	rs601945	chr6	32573415	239571	5
ENSG00000204256.6	BRD2	chr6	gene	32936437	32949282	+	ENSG00000204256.6	protein_coding	KNOWN	2	BRD2	BRD2	1	rs601945	chr6	32573415	363022	7
ENSG00000204248.5	COL11A2	chr6	gene	33130458	33160276	-	ENSG00000204248.5	protein_coding	KNOWN	2	COL11A2	COL11A2	1	rs601945	chr6	32573415	557043	19
ENSG00000197283.7	SYNGAP1	chr6	gene	33387847	33421466	+	ENSG00000197283.7	protein_coding	KNOWN	1	SYNGAP1	SYNGAP1	1	rs77136196	chr6	34247047	-859200	20
ENSG00000213588.3	ZBTB9	chr6	gene	33422356	33425325	+	ENSG00000213588.3	protein_coding	KNOWN	2	ZBTB9	ZBTB9	1	rs77136196	chr6	34247047	-824691	18
ENSG00000030110.7	BAK1	chr6	gene	33540324	33548070	-	ENSG00000030110.7	protein_coding	KNOWN	2	BAK1	BAK1	1	rs77136196	chr6	34247047	-706723	17
ENSG00000096433.5	ITPR3	chr6	gene	33588522	33664351	+	ENSG00000096433.5	protein_coding	KNOWN	2	ITPR3	ITPR3	1	rs77136196	chr6	34247047	-658525	16
ENSG00000161896.6	IP6K3	chr6	gene	33689444	33714762	-	ENSG00000161896.6	protein_coding	KNOWN	2	IP6K3	IP6K3	1	rs77136196	chr6	34247047	-557603	13
ENSG00000161904.7	LEMD2	chr6	gene	33738979	33756913	-	ENSG00000161904.7	protein_coding	KNOWN	1	LEMD2	LEMD2	1	rs77136196	chr6	34247047	-508068	11
ENSG00000096395.6	MLN	chr6	gene	33762450	33771788	-	ENSG00000096395.6	protein_coding	KNOWN	2	MLN	MLN	1	rs77136196	chr6	34247047	-484597	10
ENSG00000124493.8	GRM4	chr6	gene	33989628	34123399	-	ENSG00000124493.8	protein_coding	KNOWN	2	GRM4	GRM4	1	rs77136196	chr6	34247047	-257419	6
ENSG00000137309.14	HMGA1	chr6	gene	34204577	34214008	+	ENSG00000137309.14	protein_coding	KNOWN	2	HMGA1	HMGA1	1	rs77136196	chr6	34247047	-42470	3
ENSG00000186577.7	C6orf1	chr6	gene	34214157	34217247	-	ENSG00000186577.7	protein_coding	KNOWN	2	C6orf1	C6orf1	1	rs77136196	chr6	34247047	-32890	2
ENSG00000112664.4	NUDT3	chr6	gene	34255997	34360451	-	ENSG00000112664.4	protein_coding	KNOWN	2	NUDT3	NUDT3	1	rs77136196	chr6	34247047	8950	1
ENSG00000124614.9	RPS10	chr6	gene	34385231	34393902	-	ENSG00000124614.9	protein_coding	KNOWN	2	RPS10	RPS10	1	rs77136196	chr6	34247047	138184	4
ENSG00000124507.4	PACSIN1	chr6	gene	34433916	34503006	+	ENSG00000124507.4	protein_coding	KNOWN	2	PACSIN1	PACSIN1	1	rs77136196	chr6	34247047	186869	5
ENSG00000124664.6	SPDEF	chr6	gene	34505579	34524110	-	ENSG00000124664.6	protein_coding	KNOWN	2	SPDEF	SPDEF	1	rs77136196	chr6	34247047	258532	7
ENSG00000196821.5	C6orf106	chr6	gene	34555065	34664636	-	ENSG00000196821.5	protein_coding	KNOWN	2	C6orf106	C6orf106	1	rs77136196	chr6	34247047	308018	8
ENSG00000124562.5	SNRPC	chr6	gene	34725183	34741571	+	ENSG00000124562.5	protein_coding	KNOWN	2	SNRPC	SNRPC	1	rs77136196	chr6	34247047	478136	9
ENSG00000065060.12	UHRF1BP1	chr6	gene	34759857	34850915	+	ENSG00000065060.12	protein_coding	KNOWN	2	UHRF1BP1	UHRF1BP1	1	rs77136196	chr6	34247047	512810	12
ENSG00000064995.12	TAF11	chr6	gene	34845555	34855866	-	ENSG00000064995.12	protein_coding	KNOWN	2	TAF11	TAF11	1	rs77136196	chr6	34247047	598508	14
ENSG00000064999.11	ANKS1A	chr6	gene	34857038	35085317	+	ENSG00000064999.11	protein_coding	KNOWN	2	ANKS1A	ANKS1A	1	rs77136196	chr6	34247047	609991	15
ENSG00000124678.12	TCP11	chr6	gene	35085848	35116387	-	ENSG00000124678.12	protein_coding	KNOWN	1	TCP11	TCP11	1	rs77136196	chr6	34247047	838801	19
ENSG00000164627.12	KIF6	chr6	gene	39297766	39693181	-	ENSG00000164627.12	protein_coding	KNOWN	2	KIF6	KIF6	1	rs34298980	chr6	40409243	-1111477	13
ENSG00000146122.12	DAAM2	chr6	gene	39760142	39872648	+	ENSG00000146122.12	protein_coding	KNOWN	2	DAAM2	DAAM2	1	rs34298980	chr6	40409243	-649101	7
ENSG00000124615.12	MOCS1	chr6	gene	39867354	39902290	-	ENSG00000124615.12	protein_coding	KNOWN	2	MOCS1	MOCS1	1	rs34298980	chr6	40409243	-541889	2
ENSG00000156564.8	LRFN2	chr6	gene	40359325	40555204	-	ENSG00000156564.8	protein_coding	KNOWN	2	LRFN2	LRFN2	1	rs34298980	chr6	40409243	-49918	1
ENSG00000124596.12	C6orf130	chr6	gene	41001366	41065526	-	ENSG00000124596.12	protein_coding	KNOWN	1	C6orf130	OARD1	1	rs34298980	chr6	40409243	592123	3
ENSG00000112212.7	TSPO2	chr6	gene	41010293	41012076	+	ENSG00000112212.7	protein_coding	KNOWN	1	TSPO2	TSPO2	1	rs34298980	chr6	40409243	601050	4
ENSG00000124701.4	APOBEC2	chr6	gene	41021043	41032465	+	ENSG00000124701.4	protein_coding	KNOWN	2	APOBEC2	APOBEC2	1	rs34298980	chr6	40409243	611800	5
ENSG00000001167.10	NFYA	chr6	gene	41040684	41067715	+	ENSG00000001167.10	protein_coding	KNOWN	2	NFYA	NFYA	1	rs34298980	chr6	40409243	631441	6
ENSG00000095970.11	TREM2	chr6	gene	41126245	41130924	-	ENSG00000095970.11	protein_coding	KNOWN	2	TREM2	TREM2	1	rs34298980	chr6	40409243	717002	8
ENSG00000112195.8	TREML2	chr6	gene	41158015	41168932	-	ENSG00000112195.8	protein_coding	KNOWN	2	TREML2	TREML2	1	rs34298980	chr6	40409243	748772	9
ENSG00000188056.6	TREML4	chr6	gene	41196062	41206620	+	ENSG00000188056.6	protein_coding	KNOWN	2	TREML4	TREML4	1	rs34298980	chr6	40409243	786819	10
ENSG00000124731.7	TREM1	chr6	gene	41243712	41254457	-	ENSG00000124731.7	protein_coding	KNOWN	2	TREM1	TREM1	1	rs34298980	chr6	40409243	834469	11
ENSG00000096264.9	NCR2	chr6	gene	41303393	41318625	+	ENSG00000096264.9	protein_coding	KNOWN	2	NCR2	NCR2	1	rs34298980	chr6	40409243	894150	12
ENSG00000124574.9	ABCC10	chr6	gene	43395104	43418168	+	ENSG00000124574.9	protein_coding	KNOWN	2	ABCC10	ABCC10	1	rs6458354	chr6	43814190	-419086	20
ENSG00000171462.9	DLK2	chr6	gene	43418090	43424370	-	ENSG00000171462.9	protein_coding	KNOWN	2	DLK2	DLK2	1	rs6458354	chr6	43814190	-396100	16
ENSG00000137221.9	TJAP1	chr6	gene	43445261	43474294	+	ENSG00000137221.9	protein_coding	KNOWN	2	TJAP1	TJAP1	1	rs6458354	chr6	43814190	-368929	14
ENSG00000171453.11	POLR1C	chr6	gene	43477440	43497323	+	ENSG00000171453.11	protein_coding	KNOWN	2	POLR1C	POLR1C	1	rs6458354	chr6	43814190	-336750	13
ENSG00000137207.6	YIPF3	chr6	gene	43479565	43484728	-	ENSG00000137207.6	protein_coding	KNOWN	1	YIPF3	YIPF3	1	rs6458354	chr6	43814190	-334625	12
ENSG00000124571.12	XPO5	chr6	gene	43490072	43543812	-	ENSG00000124571.12	protein_coding	KNOWN	2	XPO5	XPO5	1	rs6458354	chr6	43814190	-324118	11
ENSG00000170734.7	POLH	chr6	gene	43543887	43586701	+	ENSG00000170734.7	protein_coding	KNOWN	2	POLH	POLH	1	rs6458354	chr6	43814190	-270303	8
ENSG00000172432.12	GTPBP2	chr6	gene	43573053	43596936	-	ENSG00000172432.12	protein_coding	KNOWN	2	GTPBP2	GTPBP2	1	rs6458354	chr6	43814190	-241137	6
ENSG00000124688.9	MAD2L1BP	chr6	gene	43597277	43608689	+	ENSG00000124688.9	protein_coding	KNOWN	2	MAD2L1BP	MAD2L1BP	1	rs6458354	chr6	43814190	-216913	5
ENSG00000172426.9	RSPH9	chr6	gene	43612783	43640337	+	ENSG00000172426.9	protein_coding	KNOWN	2	RSPH9	RSPH9	1	rs6458354	chr6	43814190	-201407	4
ENSG00000096080.6	MRPS18A	chr6	gene	43639040	43655545	-	ENSG00000096080.6	protein_coding	KNOWN	2	MRPS18A	MRPS18A	1	rs6458354	chr6	43814190	-175150	3
ENSG00000112715.16	VEGFA	chr6	gene	43737921	43754224	+	ENSG00000112715.16	protein_coding	KNOWN	2	VEGFA	VEGFA	1	rs6458354	chr6	43814190	-76269	1
ENSG00000181577.10	C6orf223	chr6	gene	43968317	43972887	+	ENSG00000181577.10	protein_coding	KNOWN	1	C6orf223	C6orf223	1	rs6458354	chr6	43814190	154127	2
ENSG00000180992.5	MRPL14	chr6	gene	44081194	44095194	-	ENSG00000180992.5	protein_coding	KNOWN	2	MRPL14	MRPL14	1	rs6458354	chr6	43814190	267004	7
ENSG00000137216.13	TMEM63B	chr6	gene	44094651	44123256	+	ENSG00000137216.13	protein_coding	KNOWN	2	TMEM63B	TMEM63B	1	rs6458354	chr6	43814190	280461	9
ENSG00000137225.8	CAPN11	chr6	gene	44126548	44152139	+	ENSG00000137225.8	protein_coding	KNOWN	1	CAPN11	CAPN11	1	rs6458354	chr6	43814190	312358	10
