Name	official_name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index	dist	cap4_enhancer_no	fantom5_enhancer_no	Adipose_Tissue	Liver	Muscle	Pancreas	extra_weight
ENSG00000124562	SNRPC	SNRPC	chr6	gene	34725183	34741571	+	ENSG00000124562.5	protein_coding	KNOWN	2	SNRPC	1	rs77136196	chr6	34247047	478136	9	478136	36	0	-0.00555690841577359	0.00672732154808702	0.0389206756514566	0.0069969906078641	0.231181822897535
ENSG00000065060	UHRF1BP1	UHRF1BP1	chr6	gene	34759857	34850915	+	ENSG00000065060.12	protein_coding	KNOWN	2	UHRF1BP1	1	rs77136196	chr6	34247047	512810	12	512810	0	1	0.0075230884243243	0.00273878817889121	0.069454108177162	0.0325205675442559	0.566758392627118
ENSG00000064995	TAF11	TAF11	chr6	gene	34845555	34855866	-	ENSG00000064995.12	protein_coding	KNOWN	2	TAF11	1	rs77136196	chr6	34247047	598508	14	608819	164	5	-0.00235097507498182	0.00563183317568929	0.0137999242910755	0.00548610199924575	0.693360916211243
ENSG00000064999	ANKS1A	ANKS1A	chr6	gene	34857038	35085317	+	ENSG00000064999.11	protein_coding	KNOWN	2	ANKS1A	1	rs77136196	chr6	34247047	609991	15	609991	164	2	0.00237722833924804	-0.0150693531469295	-0.0138495707705519	-0.0258693202850365	0.341264807200729
ENSG00000124678	TCP11	TCP11	chr6	gene	35085848	35116387	-	ENSG00000124678.12	protein_coding	KNOWN	1	TCP11	1	rs77136196	chr6	34247047	838801	19	869340	119	0	-0.0219361175734875	-0.0381577415085954	-0.0520673809007375	-0.05674301738546	0.0208173156708049
ENSG00000164627	KIF6	KIF6	chr6	gene	39297766	39693181	-	ENSG00000164627.12	protein_coding	KNOWN	2	KIF6	1	rs34298980	chr6	40409243	-1111477	13	716062	39	2	-0.0367992759202883	-0.0110433066032235	-0.0753303506904846	0.00635671052698399	0.017635600902576
ENSG00000146122	DAAM2	DAAM2	chr6	gene	39760142	39872648	+	ENSG00000146122.12	protein_coding	KNOWN	2	DAAM2	1	rs34298980	chr6	40409243	-649101	7	649101	180	4	0.0429592140618061	-0.0553159306651796	0.0427801364780019	-0.0293801566397996	1.05302937067182
ENSG00000124615	MOCS1	MOCS1	chr6	gene	39867354	39902290	-	ENSG00000124615.12	protein_coding	KNOWN	2	MOCS1	1	rs34298980	chr6	40409243	-541889	2	506953	51	2	0.0605953528208348	0.0606568102249576	0.0481448654468954	0.0038660048040768	1.48281191759192
ENSG00000156564	LRFN2	LRFN2	chr6	gene	40359325	40555204	-	ENSG00000156564.8	protein_coding	KNOWN	2	LRFN2	1	rs34298980	chr6	40409243	-49918	1	145961	11	1	-0.0608932601542395	-0.0525922746342446	-0.0347495105141077	0.0429919859996763	0.153659998304607
ENSG00000124596	OARD1	C6orf130	chr6	gene	41001366	41065526	-	ENSG00000124596.12	protein_coding	KNOWN	1	C6orf130	1	rs34298980	chr6	40409243	592123	3	656283	30	0	-0.0117068081614385	0.0291229663944809	0.0133413531962372	0.0328255183324279	0.217972329319387
ENSG00000112212	TSPO2	TSPO2	chr6	gene	41010293	41012076	+	ENSG00000112212.7	protein_coding	KNOWN	1	TSPO2	1	rs34298980	chr6	40409243	601050	4	601050	219	1	-0.0182204685044954	0.038035631773926	-0.0232998915393387	0.00651561381789495	1.00661375419139
ENSG00000124701	APOBEC2	APOBEC2	chr6	gene	41021043	41032465	+	ENSG00000124701.4	protein_coding	KNOWN	2	APOBEC2	1	rs34298980	chr6	40409243	611800	5	611800	24	1	-0.0744193138001536	-0.0744131528870924	0.34155272388375	0.146108418543871	11.9885297714827
ENSG00000001167	NFYA	NFYA	chr6	gene	41040684	41067715	+	ENSG00000001167.10	protein_coding	KNOWN	2	NFYA	1	rs34298980	chr6	40409243	631441	6	631441	30	12	0.00239519828147912	0.000948371465209629	-0.00271034719288823	-0.000574164195419127	0.486044248648163
ENSG00000095970	TREM2	TREM2	chr6	gene	41126245	41130924	-	ENSG00000095970.11	protein_coding	KNOWN	2	TREM2	1	rs34298980	chr6	40409243	717002	8	721681	24	0	0.059373429829858	-0.057395057301417	-0.104119186675821	0.0395788074962112	0.667343287032911
ENSG00000112195	TREML2	TREML2	chr6	gene	41158015	41168932	-	ENSG00000112195.8	protein_coding	KNOWN	2	TREML2	1	rs34298980	chr6	40409243	748772	9	759689	7	8	-0.0136785357055906	-0.0149832273963128	-0.0547138900050709	-0.0635918842609216	0.0386482733715434
ENSG00000188056	TREML4	TREML4	chr6	gene	41196062	41206620	+	ENSG00000188056.6	protein_coding	KNOWN	2	TREML4	1	rs34298980	chr6	40409243	786819	10	786819	0	9	0.0116628902793085	-0.00897470985811276	-0.0238210336667355	-0.0234503967428964	0.182183170006363
ENSG00000124731	TREM1	TREM1	chr6	gene	41243712	41254457	-	ENSG00000124731.7	protein_coding	KNOWN	2	TREM1	1	rs34298980	chr6	40409243	834469	11	845214	71	13	0.0404261970936422	0.00690131106695924	-0.0508189732310356	-0.0599485038205943	0.609757864665529
ENSG00000096264	NCR2	NCR2	chr6	gene	41303393	41318625	+	ENSG00000096264.9	protein_coding	KNOWN	2	NCR2	1	rs34298980	chr6	40409243	894150	12	894150	61	0	-0.00247705956303507	-0.00350830105110375	1.55748268424818e-05	-0.00480463380258091	0.0818834401458689
ENSG00000124574	ABCC10	ABCC10	chr6	gene	43395104	43418168	+	ENSG00000124574.9	protein_coding	KNOWN	2	ABCC10	1	rs6458354	chr6	43814190	-419086	20	419086	57	2	-0.0200499378971023	-0.0270991970595374	-0.0251519559400312	0.0221001763328409	0.12092344661101
ENSG00000171462	DLK2	DLK2	chr6	gene	43418090	43424370	-	ENSG00000171462.9	protein_coding	KNOWN	2	DLK2	1	rs6458354	chr6	43814190	-396100	16	389820	152	0	-0.0377699370611221	-0.00492641978265454	-0.0808992255123647	-0.00367716128834224	0.197636199107754
ENSG00000137221	TJAP1	TJAP1	chr6	gene	43445261	43474294	+	ENSG00000137221.9	protein_coding	KNOWN	2	TJAP1	1	rs6458354	chr6	43814190	-368929	14	368929	96	8	-0.00725704341719342	-0.00219426887733559	0.0285440814092195	0.0116958063705188	0.666262590164639
ENSG00000171453	POLR1C	POLR1C	chr6	gene	43477440	43497323	+	ENSG00000171453.11	protein_coding	KNOWN	2	POLR1C	1	rs6458354	chr6	43814190	-336750	13	336750	181	0	-0.00654189360391272	0.0141633191729645	-0.0078134513965548	0.00702034501873273	0.799913335547821
ENSG00000137207	YIPF3	YIPF3	chr6	gene	43479565	43484728	-	ENSG00000137207.6	protein_coding	KNOWN	1	YIPF3	1	rs6458354	chr6	43814190	-334625	12	329462	181	0	-0.00369200846364105	0.012566156594899	0.000946742643159877	0.0263858890416649	1.00365487393636
ENSG00000124571	XPO5	XPO5	chr6	gene	43490072	43543812	-	ENSG00000124571.12	protein_coding	KNOWN	2	XPO5	1	rs6458354	chr6	43814190	-324118	11	270378	150	0	-0.00414716695424262	-0.0027557955950305	0.0157861539640287	0.0319094080835193	0.842135003800436
ENSG00000170734	POLH	POLH	chr6	gene	43543887	43586701	+	ENSG00000170734.7	protein_coding	KNOWN	2	POLH	1	rs6458354	chr6	43814190	-270303	8	270303	150	0	-0.00472468034993798	-0.00679133274700944	-0.00679215387409922	0.0198425884025132	0.636552495246902
ENSG00000172432	GTPBP2	GTPBP2	chr6	gene	43573053	43596936	-	ENSG00000172432.12	protein_coding	KNOWN	2	GTPBP2	1	rs6458354	chr6	43814190	-241137	6	217254	143	4	0.0092228431086269	-0.011274050056974	-0.00220598298129241	0.00576432177764493	0.818431863613627
ENSG00000124688	MAD2L1BP	MAD2L1BP	chr6	gene	43597277	43608689	+	ENSG00000124688.9	protein_coding	KNOWN	2	MAD2L1BP	1	rs6458354	chr6	43814190	-216913	5	216913	143	20	-0.00292780750251788	0.013949330104811	0.0398623204251518	0.00190060806743644	3.18120838360155
ENSG00000172426	RSPH9	RSPH9	chr6	gene	43612783	43640337	+	ENSG00000172426.9	protein_coding	KNOWN	2	RSPH9	1	rs6458354	chr6	43814190	-201407	4	201407	150	2	-0.0287383953793601	-0.0448174587007496	-0.0367975858123353	-0.0577532293231403	0.26695920228817
ENSG00000096080	MRPS18A	MRPS18A	chr6	gene	43639040	43655545	-	ENSG00000096080.6	protein_coding	KNOWN	2	MRPS18A	1	rs6458354	chr6	43814190	-175150	3	158645	55	1	-0.00269966826446884	0.0256953539493476	0.087682363569957	-0.00595084910714075	0.889568151702463
ENSG00000112715	VEGFA	VEGFA	chr6	gene	43737921	43754224	+	ENSG00000112715.16	protein_coding	KNOWN	2	VEGFA	1	rs6458354	chr6	43814190	-76269	1	76269	83	0	0.0273966445078945	0.0661237285765488	0.0591550347065911	0.0155603868064361	1.69588885428071
ENSG00000181577	C6orf223	C6orf223	chr6	gene	43968317	43972887	+	ENSG00000181577.10	protein_coding	KNOWN	1	C6orf223	1	rs6458354	chr6	43814190	154127	2	154127	17	4	-0.0693315374645395	-0.00422368330543836	-0.0384489146700324	0.0735288414208632	0.402797879256523
ENSG00000180992	MRPL14	MRPL14	chr6	gene	44081194	44095194	-	ENSG00000180992.5	protein_coding	KNOWN	2	MRPL14	1	rs6458354	chr6	43814190	267004	7	281004	84	2	-0.0174854466582488	0.0519222896797897	0.0986870219248186	-0.0141667152431857	0.993943189140188
ENSG00000137216	TMEM63B	TMEM63B	chr6	gene	44094651	44123256	+	ENSG00000137216.13	protein_coding	KNOWN	2	TMEM63B	1	rs6458354	chr6	43814190	280461	9	280461	84	0	-0.0209334571652791	0.0350135682285586	0.0508537415534277	-0.0246186888923328	0.414573913797836
ENSG00000137225	CAPN11	CAPN11	chr6	gene	44126548	44152139	+	ENSG00000137225.8	protein_coding	KNOWN	1	CAPN11	1	rs6458354	chr6	43814190	312358	10	312358	122	1	0.0915493225589745	-0.0868372937977401	-0.0637050224431642	-0.0401608337293852	1.51318821717255
ENSG00000112759	SLC29A1	SLC29A1	chr6	gene	44187242	44201888	+	ENSG00000112759.11	protein_coding	KNOWN	2	SLC29A1	1	rs6458354	chr6	43814190	373052	15	373052	118	1	0.04266905734518	-0.00181499723824001	0.03222066591505	0.0242135703713759	1.21200429651333
ENSG00000096384	HSP90AB1	HSP90AB1	chr6	gene	44214824	44221620	+	ENSG00000096384.13	protein_coding	KNOWN	2	HSP90AB1	1	rs6458354	chr6	43814190	400634	17	400634	53	0	0.00137566884557989	-0.0127203075211154	0.0436568280723112	0.0163714047493959	0.34584731738396
ENSG00000157593	SLC35B2	SLC35B2	chr6	gene	44221833	44225291	-	ENSG00000157593.11	protein_coding	KNOWN	1	SLC35B2	1	rs6458354	chr6	43814190	407643	18	411101	148	4	-0.00740846338998432	0.0120407929192965	-0.00362893826030998	0.0261343119044822	0.704575739224853
ENSG00000146232	NFKBIE	NFKBIE	chr6	gene	44225919	44233500	-	ENSG00000146232.9	protein_coding	KNOWN	2	NFKBIE	1	rs6458354	chr6	43814190	411729	19	419310	162	32	-0.0110663944312036	0.015695466145404	-0.0412719658523408	0.00854381780552346	6.54538030413844
ENSG00000124812	CRISP1	CRISP1	chr6	gene	49801970	49844809	-	ENSG00000124812.10	protein_coding	KNOWN	2	CRISP1	1	rs3798519	chr6	50788778	-986808	8	943969	5	0	-0.0132709804029043	-0.0151948974320726	-0.00809641372228789	-0.00951020279328681	0.0249879486920876
ENSG00000214643	DEFB133	DEFB133	chr6	gene	49913814	49917157	-	ENSG00000214643.2	protein_coding	KNOWN	3	DEFB133	1	rs3798519	chr6	50788778	-874964	7	871621	26	0	0.00260270407707753	0.0016438908748045	0.0081810816360522	0.000650120073761673	0.0988480657847925
ENSG00000177684	DEFB114	DEFB114	chr6	gene	49927962	49931818	-	ENSG00000177684.3	protein_coding	KNOWN	2	DEFB114	1	rs3798519	chr6	50788778	-860816	6	856960	15	0	0.00253643860727009	0.000828920056115833	0.00812665068756721	0.000830822046086552	0.0934808406555538
ENSG00000214642	DEFB113	DEFB113	chr6	gene	49936390	49937338	-	ENSG00000214642.1	protein_coding	KNOWN	2	DEFB113	1	rs3798519	chr6	50788778	-852388	5	851440	28	0	0.00259303760350287	0.00124202330778654	0.00824057280304196	0.000709611240751369	0.100355247658908
ENSG00000203970	DEFB110	DEFB110	chr6	gene	49976851	49989694	-	ENSG00000203970.3	protein_coding	KNOWN	2	DEFB110	1	rs3798519	chr6	50788778	-811927	4	799084	27	0	0.00243684261634015	0.00117094338452247	0.00815229581920668	0.00112704734393086	0.102425489763951
ENSG00000180872	DEFB112	DEFB112	chr6	gene	50011288	50016364	-	ENSG00000180872.4	protein_coding	KNOWN	2	DEFB112	1	rs3798519	chr6	50788778	-777490	3	772414	132	0	0.00237993247300801	0.000679595340147127	0.00841928658221263	0.000969677666240544	0.291067401430719
ENSG00000008196	TFAP2B	TFAP2B	chr6	gene	50786436	50815326	+	ENSG00000008196.7	protein_coding	KNOWN	2	TFAP2B	1	rs3798519	chr6	50788778	-2342	1	2342	121	0	-0.0310591373912859	-0.0993812248435111	-0.0847715116884332	-0.095773923620567	0.20607446151824
ENSG00000170927	PKHD1	PKHD1	chr6	gene	51480098	51952423	-	ENSG00000170927.9	protein_coding	KNOWN	2	PKHD1	1	rs3798519	chr6	50788778	691320	2	1163645	187	0	-0.0604451361653871	0.189911182534137	-0.0404704544082101	0.288801680747047	10.9884137944562
ENSG00000188107	EYS	EYS	chr6	gene	64429876	66417118	-	ENSG00000188107.8	protein_coding	KNOWN	1	EYS	1	rs555402748	chr6	67387490	-2957614	1	970372	159	2	0.0215013788818222	0.0436752900526567	0.0155141765534168	0.012340989099276	0.917877565604412
ENSG00000057657	PRDM1	PRDM1	chr6	gene	106534195	106557814	+	ENSG00000057657.9	protein_coding	KNOWN	1	PRDM1	1	rs4946812	chr6	107431688	-897493	11	897493	319	60	0.0169624530640521	-0.0581824745810173	-0.097665206713862	-0.0692455533583369	31.9296086697357
ENSG00000057663	ATG5	ATG5	chr6	gene	106632351	106773666	-	ENSG00000057663.8	protein_coding	KNOWN	2	ATG5	1	rs4946812	chr6	107431688	-799337	10	658022	279	3	0.00550815957437049	0.00971442749899107	0.0173450230849782	0.000844255581974264	2.42294333255414
ENSG00000112297	AIM1	AIM1	chr6	gene	106808784	107018335	+	ENSG00000112297.9	protein_coding	KNOWN	2	AIM1	1	rs4946812	chr6	107431688	-622904	8	622904	50	1	0.0389091892491601	0.0229028207488671	-0.112982834609337	-0.00189317879760721	0.315408771404534
ENSG00000130347	RTN4IP1	RTN4IP1	chr6	gene	107018903	107077373	-	ENSG00000130347.8	protein_coding	KNOWN	2	RTN4IP1	1	rs4946812	chr6	107431688	-412785	6	354315	150	1	-0.0293143872832064	0.0353940310261021	0.0750921597814207	-0.0158356632509197	0.90183400138262
ENSG00000130348	QRSL1	QRSL1	chr6	gene	107077453	107116292	+	ENSG00000130348.7	protein_coding	KNOWN	2	QRSL1	1	rs4946812	chr6	107431688	-354235	4	354235	150	0	-0.00739972392184332	0.011155787500582	0.0665136724989566	0.0011625180236866	0.880513949157353
ENSG00000130349	C6orf203	C6orf203	chr6	gene	107349407	107372546	+	ENSG00000130349.5	protein_coding	KNOWN	2	C6orf203	1	rs4946812	chr6	107431688	-82281	3	82281	15	0	-0.00666999149108161	0.0411315782846987	0.0501076096568861	0.00195180029310217	0.674418751709432
ENSG00000178409	BEND3	BEND3	chr6	gene	107386386	107436473	-	ENSG00000178409.9	protein_coding	KNOWN	2	BEND3	1	rs4946812	chr6	107431688	-45302	2	4785	67	5	-0.021754797111625	-0.0106569021575942	0.0292636781483231	0.0460509833238384	1.05387167882248
ENSG00000164494	PDSS2	PDSS2	chr6	gene	107473761	107780768	-	ENSG00000164494.6	protein_coding	KNOWN	2	PDSS2	1	rs4946812	chr6	107431688	42073	1	349080	89	1	-0.00215172261196936	0.0619649022587559	0.0181777079487079	-0.0030779664011153	0.530021671801976
ENSG00000112320	SOBP	SOBP	chr6	gene	107811162	107981357	+	ENSG00000112320.6	protein_coding	KNOWN	2	SOBP	1	rs4946812	chr6	107431688	379474	5	379474	8	1	-0.000438015422462296	-0.0641147841188291	0.077161998717969	-0.0714938254595675	0.164115582033535
ENSG00000146285	SCML4	SCML4	chr6	gene	108025308	108145521	-	ENSG00000146285.9	protein_coding	KNOWN	1	SCML4	1	rs4946812	chr6	107431688	593620	7	713833	58	4	-0.0250738467757539	0.0593364628116991	-0.104858713938351	0.0120534421666399	0.127197870817465
ENSG00000025796	SEC63	SEC63	chr6	gene	108188960	108279482	-	ENSG00000025796.8	protein_coding	KNOWN	1	SEC63	1	rs4946812	chr6	107431688	757272	9	847794	236	0	0.00636700613367678	0.012036654343414	-0.011882234888773	0.0447940693954032	1.62954992021112
ENSG00000081087	OSTM1	OSTM1	chr6	gene	108362613	108487058	-	ENSG00000081087.10	protein_coding	KNOWN	2	OSTM1	1	rs4946812	chr6	107431688	930925	12	1055370	165	1	0.0241611614535442	-0.0145144827073473	0.0167924221418406	-0.0179574249570355	0.520682397330414
ENSG00000135547	HEY2	HEY2	chr6	gene	126068810	126082415	+	ENSG00000135547.4	protein_coding	KNOWN	2	HEY2	1	rs11759026	chr6	126792095	-723285	5	723285	275	1	0.0152658353267525	0.02296363954989	0.0937775519760333	-0.000745332106188003	3.28759697977135
ENSG00000111912	NCOA7	NCOA7	chr6	gene	126102307	126252266	+	ENSG00000111912.13	protein_coding	KNOWN	2	NCOA7	1	rs11759026	chr6	126792095	-689788	4	689788	11	7	0.0444206054826104	0.012306657908938	-0.0436275022766296	-0.0149691946254624	0.433947239556647
ENSG00000111911	HINT3	HINT3	chr6	gene	126277927	126301387	+	ENSG00000111911.5	protein_coding	KNOWN	2	HINT3	1	rs11759026	chr6	126792095	-514168	2	514168	163	1	-0.0141865531628367	0.0048043205490188	0.0918316489213296	-0.00158533526616455	1.02749105248718
ENSG00000066651	TRMT11	TRMT11	chr6	gene	126307576	126360937	+	ENSG00000066651.12	protein_coding	KNOWN	2	TRMT11	1	rs11759026	chr6	126792095	-484519	1	484519	0	1	-0.0064564079977267	0.0493404027690578	-0.00886571592801462	-0.00990824578836398	0.148140798028972
ENSG00000146374	RSPO3	RSPO3	chr6	gene	127439749	127518910	+	ENSG00000146374.9	protein_coding	KNOWN	2	RSPO3	1	rs11759026	chr6	126792095	647654	3	647654	139	2	0.0539527911908451	0.00621417835600632	0.0784812729020198	-0.0662667797317138	1.0998436790262
ENSG00000118518	RNF146	RNF146	chr6	gene	127587755	127609712	+	ENSG00000118518.10	protein_coding	KNOWN	2	RNF146	1	rs11759026	chr6	126792095	795660	6	795660	23	7	0.0144934505671718	-0.00947988159787866	0.0451818800616206	-0.0242211793488888	0.316081060358082
ENSG00000093144	ECHDC1	ECHDC1	chr6	gene	127609855	127664754	-	ENSG00000093144.13	protein_coding	KNOWN	1	ECHDC1	1	rs11759026	chr6	126792095	817760	7	872659	38	0	0.0307354366533895	0.0309365211908182	0.0150852220399871	-0.00369284956887061	0.337009019108268
ENSG00000214338	SOGA3	SOGA3	chr6	gene	127759551	127840500	-	ENSG00000214338.6	protein_coding	KNOWN	2	SOGA3	1	rs11759026	chr6	126792095	967456	8	1048405	19	0	-0.0255244033664196	-0.114189943149784	-0.055341506363377	-0.0339159012855182	0.000838440199821698
ENSG00000189367	KIAA0408	KIAA0408	chr6	gene	127761488	127780536	-	ENSG00000189367.9	protein_coding	KNOWN	1	KIAA0408	1	rs11759026	chr6	126792095	969393	9	988441	180	0	0.0249373376893219	-0.155218318180829	0.096261847186677	-0.070789142554848	0.668369141916957
ENSG00000146374	RSPO3	RSPO3	chr6	gene	127439749	127518910	+	ENSG00000146374.9	protein_coding	KNOWN	2	RSPO3	1	rs2800733	chr6	127416930	22819	1	22819	139	2	0.0539527911908451	0.00621417835600632	0.0784812729020198	-0.0662667797317138	2.03915440098597
ENSG00000118518	RNF146	RNF146	chr6	gene	127587755	127609712	+	ENSG00000118518.10	protein_coding	KNOWN	2	RNF146	1	rs2800733	chr6	127416930	170825	2	170825	23	7	0.0144934505671718	-0.00947988159787866	0.0451818800616206	-0.0242211793488888	0.668896369170837
ENSG00000093144	ECHDC1	ECHDC1	chr6	gene	127609855	127664754	-	ENSG00000093144.13	protein_coding	KNOWN	1	ECHDC1	1	rs2800733	chr6	127416930	192925	3	247824	38	0	0.0307354366533895	0.0309365211908182	0.0150852220399871	-0.00369284956887061	0.613215633350895
ENSG00000214338	SOGA3	SOGA3	chr6	gene	127759551	127840500	-	ENSG00000214338.6	protein_coding	KNOWN	2	SOGA3	1	rs2800733	chr6	127416930	342621	4	423570	19	0	-0.0255244033664196	-0.114189943149784	-0.055341506363377	-0.0339159012855182	0.00610517847444042
ENSG00000189367	KIAA0408	KIAA0408	chr6	gene	127761488	127780536	-	ENSG00000189367.9	protein_coding	KNOWN	1	KIAA0408	1	rs2800733	chr6	127416930	344558	5	363606	180	0	0.0249373376893219	-0.155218318180829	0.096261847186677	-0.070789142554848	1.00046906902836
ENSG00000184530	C6orf58	C6orf58	chr6	gene	127840600	127912962	+	ENSG00000184530.8	protein_coding	KNOWN	2	C6orf58	1	rs2800733	chr6	127416930	423670	6	423670	19	0	-0.0207630103560688	-0.0390634873562509	-0.0418437475656873	-0.0132472784981017	0.0227713550959703
ENSG00000172673	THEMIS	THEMIS	chr6	gene	128029217	128239776	-	ENSG00000172673.6	protein_coding	KNOWN	2	THEMIS	1	rs2800733	chr6	127416930	612287	7	822846	15	3	0.0111590961373137	0.00366527905657072	-0.0780168786622503	-0.0352940700099123	0.0435538755253627
ENSG00000152894	PTPRK	PTPRK	chr6	gene	128289924	128841870	-	ENSG00000152894.9	protein_coding	KNOWN	2	PTPRK	1	rs2800733	chr6	127416930	872994	8	1424940	127	4	0.00642278724815241	0.0375362944633166	-0.0242293132082272	0.0484869632508819	0.689573933912286
ENSG00000171408	PDE7B	PDE7B	chr6	gene	136172834	136516712	+	ENSG00000171408.8	protein_coding	KNOWN	2	PDE7B	1	rs9494624	chr6	137300960	-1128126	12	1128126	123	4	0.0327732292116195	-0.00472792957530377	0.00649193917608706	-0.0739877548454641	0.289627260468552
ENSG00000146410	MTFR2	FAM54A	chr6	gene	136552162	136571473	-	ENSG00000146410.7	protein_coding	KNOWN	2	FAM54A	1	rs9494624	chr6	137300960	-748798	10	729487	73	0	-0.000906714566045815	-0.0341189565004236	0.00779370131610345	-0.0310502280967722	0.0569454788387465
ENSG00000029363	BCLAF1	BCLAF1	chr6	gene	136578001	136610989	-	ENSG00000029363.11	protein_coding	KNOWN	1	BCLAF1	1	rs9494624	chr6	137300960	-722959	9	689971	199	2	0.00646115713089673	-0.0140414395929217	0.0135784978332137	0.000572839775676037	0.833273479471269
ENSG00000135525	MAP7	MAP7	chr6	gene	136663875	136871792	-	ENSG00000135525.12	protein_coding	KNOWN	2	MAP7	1	rs9494624	chr6	137300960	-637085	8	429168	21	6	-0.0489722500779303	0.0639018456411659	-0.135515910136313	0.0926331481697998	0.511368031439077
ENSG00000197442	MAP3K5	MAP3K5	chr6	gene	136878185	137113656	-	ENSG00000197442.7	protein_coding	KNOWN	2	MAP3K5	1	rs9494624	chr6	137300960	-422775	6	187304	61	7	-0.00290142507784609	-0.0235636571964506	-0.0423474800760733	0.0352151640712688	0.541925609803489
ENSG00000112357	PEX7	PEX7	chr6	gene	137143717	137235059	+	ENSG00000112357.7	protein_coding	KNOWN	2	PEX7	1	rs9494624	chr6	137300960	-157243	3	157243	124	1	-0.0166294213887571	0.00206094044139643	0.014655698474023	0.0465854968968032	0.878858814977706
ENSG00000182747	SLC35D3	SLC35D3	chr6	gene	137243402	137246777	+	ENSG00000182747.4	protein_coding	KNOWN	2	SLC35D3	1	rs9494624	chr6	137300960	-57558	2	57558	0	3	-0.0266830917125485	-0.0318098517571333	-0.0254062157627858	0.0948991648100769	0.867683973644426
ENSG00000016402	IL20RA	IL20RA	chr6	gene	137321108	137366298	-	ENSG00000016402.8	protein_coding	KNOWN	2	IL20RA	1	rs9494624	chr6	137300960	20148	1	65338	39	2	-0.0857445575554661	-0.10611807666255	-0.0770725413937668	0.0920245916016664	0.434675914394912
ENSG00000164485	IL22RA2	IL22RA2	chr6	gene	137464968	137494785	-	ENSG00000164485.10	protein_coding	KNOWN	2	IL22RA2	1	rs9494624	chr6	137300960	164008	4	193825	44	0	-0.0142605892290219	-0.0188087016809747	-0.0123155268915486	-0.0180885495332536	0.135587663465984
ENSG00000027697	IFNGR1	IFNGR1	chr6	gene	137518621	137540586	-	ENSG00000027697.7	protein_coding	KNOWN	2	IFNGR1	1	rs9494624	chr6	137300960	217661	5	239626	199	13	0.0348813710910828	0.00192342813975987	-0.00101970817335381	-0.0199343420443915	2.48120979595042
ENSG00000177468	OLIG3	OLIG3	chr6	gene	137813336	137815531	-	ENSG00000177468.5	protein_coding	KNOWN	2	OLIG3	1	rs9494624	chr6	137300960	512376	7	514571	278	7	-0.00193820643163406	-0.00370983002253675	0.003600616736332	0.0334957350614086	2.94731913534855
ENSG00000118503	TNFAIP3	TNFAIP3	chr6	gene	138188351	138204449	+	ENSG00000118503.9	protein_coding	KNOWN	2	TNFAIP3	1	rs9494624	chr6	137300960	887391	11	887391	235	54	0.0443645954454136	-0.00528109012121349	-0.0505405153439458	-0.00522094348080497	24.607881552492
ENSG00000135540	NHSL1	NHSL1	chr6	gene	138743180	139013708	-	ENSG00000135540.7	protein_coding	KNOWN	1	NHSL1	1	rs2982521	chr6	139835329	-1092149	8	821621	158	5	0.0350804249229946	0.111459567312525	-0.0946466076927063	0.0263103455976876	1.73269688274935
ENSG00000024862	CCDC28A	CCDC28A	chr6	gene	139094657	139114456	+	ENSG00000024862.11	protein_coding	KNOWN	2	CCDC28A	1	rs2982521	chr6	139835329	-740672	7	740672	5	2	-0.00866512660550448	0.0293660078152594	-0.024682460291749	0.0192624541178279	0.116813497254074
ENSG00000203734	ECT2L	ECT2L	chr6	gene	139117063	139225207	+	ENSG00000203734.6	protein_coding	KNOWN	2	ECT2L	1	rs2982521	chr6	139835329	-718266	6	718266	52	0	-0.0171281762570942	-0.0179043403493972	-0.032478603911644	-0.0327992607156696	0.0157896502667674
ENSG00000135597	REPS1	REPS1	chr6	gene	139224630	139309398	-	ENSG00000135597.13	protein_coding	KNOWN	1	REPS1	1	rs2982521	chr6	139835329	-610699	5	525931	206	3	-0.0174550145077352	0.0156473955528839	-0.0078431754485276	-0.00258401062023724	0.86480549557621
ENSG00000146386	ABRACL	ABRACL	chr6	gene	139349819	139364439	+	ENSG00000146386.7	protein_coding	KNOWN	2	ABRACL	1	rs2982521	chr6	139835329	-485510	4	485510	1	0	-0.0023731967714031	0.0559382349860848	-0.127703649246762	-0.00496106949027826	0.0982278848465837
ENSG00000112406	HECA	HECA	chr6	gene	139456249	139501939	+	ENSG00000112406.4	protein_coding	KNOWN	2	HECA	1	rs2982521	chr6	139835329	-379080	3	379080	117	11	0.0176101515707674	-0.0306544298390098	0.0283256374701289	-0.0300449188348102	0.859825807818229
ENSG00000164440	TXLNB	TXLNB	chr6	gene	139561198	139613276	-	ENSG00000164440.10	protein_coding	KNOWN	2	TXLNB	1	rs2982521	chr6	139835329	-274131	2	222053	12	1	-0.0337045608650249	-0.108157785837326	0.277557753059944	-0.133323513790438	3.62475488790214
ENSG00000164442	CITED2	CITED2	chr6	gene	139693393	139695757	-	ENSG00000164442.7	protein_coding	KNOWN	2	CITED2	1	rs2982521	chr6	139835329	-141936	1	139572	0	8	0.0200166996772542	0.028623266487487	0.00190403859451062	0.000472888618517097	0.858961165271596
